id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
11,GUANAJUATO,40,HUIXTLA,0.0,0.0,0,0.0,0.0,4.0,21.03231938,-100.1560087
11,GUANAJUATO,41,LA INDEPENDENCIA,4.0,0.0,0,4.0,2.0,12.0,20.11970419,-101.15261729999999
11,GUANAJUATO,42,IXHUATÁN,1.0,0.0,0,1.0,2.0,16.0,20.37837377,-101.2705589
11,GUANAJUATO,43,IXTACOMITÁN,0.0,0.0,0,0.0,0.0,1.0,21.3661279,-100.2145845
11,GUANAJUATO,44,IXTAPA,1.0,0.0,0,1.0,0.0,7.0,20.54196555,-100.9925122
11,GUANAJUATO,45,IXTAPANGAJOYA,0.0,0.0,0,0.0,0.0,1.0,21.35682997,-99.97851101
11,GUANAJUATO,46,JIQUIPILAS,3.0,0.0,0,3.0,1.0,10.0,20.18318668,-101.2255127
12,GUERRERO,1,AGUASCALIENTES,56.0,3.0,0,53.0,60.0,210.0,16.957334,-99.71429851
12,GUERRERO,2,ASIENTOS,2.0,0.0,0,2.0,0.0,1.0,17.75231915,-98.95138181
12,GUERRERO,3,CALVILLO,0.0,0.0,0,0.0,0.0,1.0,17.91928575,-100.60768470000001
12,GUERRERO,5,JESÚS MARÍA,0.0,0.0,0,0.0,0.0,1.0,17.64224392,-98.51056981
12,GUERRERO,6,PABELLÓN DE ARTEAGA,0.0,0.0,0,0.0,0.0,1.0,18.09127843,-99.98089851
12,GUERRERO,7,RINCÓN DE ROMOS,0.0,0.0,0,0.0,2.0,0.0,18.25268007,-100.19878759999999
12,GUERRERO,8,SAN JOSÉ DE GRACIA,1.0,1.0,0,0.0,0.0,0.0,18.14440142,-99.06995559
12,GUERRERO,10,EL LLANO,0.0,0.0,0,0.0,1.0,0.0,17.51441806,-98.90304837
12,GUERRERO,11,SAN FRANCISCO DE LOS ROMO,0.0,0.0,0,0.0,0.0,6.0,17.33293183,-100.3420618
12,GUERRERO,12,GUERRERO,0.0,0.0,0,0.0,0.0,6.0,16.95735059,-99.06755767
12,GUERRERO,13,HIDALGO,0.0,0.0,0,0.0,0.0,1.0,16.6836397,-98.5724069
12,GUERRERO,14,JIMÉNEZ,0.0,0.0,0,0.0,0.0,1.0,17.09655549,-100.42713140000001
12,GUERRERO,15,JUÁREZ,0.0,0.0,0,0.0,0.0,1.0,18.46158906,-99.42073471
12,GUERRERO,17,MATAMOROS,1.0,1.0,0,0.0,0.0,0.0,18.13238873,-99.71364992
12,GUERRERO,18,MONCLOVA,0.0,0.0,0,0.0,0.0,1.0,16.60804507,-98.93060612
12,GUERRERO,21,NADADORES,3.0,0.0,0,3.0,0.0,0.0,17.14266536,-100.05897320000001
12,GUERRERO,22,NAVA,0.0,0.0,0,0.0,1.0,1.0,18.08207266,-100.9298457
12,GUERRERO,27,RAMOS ARIZPE,0.0,0.0,0,0.0,2.0,0.0,18.65993315,-100.61792290000001
12,GUERRERO,28,SABINAS,1.0,0.0,0,1.0,2.0,3.0,17.52374782,-99.11238096
12,GUERRERO,29,SACRAMENTO,27.0,2.0,0,25.0,10.0,40.0,17.39091925,-99.69743475
12,GUERRERO,30,SALTILLO,0.0,0.0,0,0.0,0.0,1.0,16.69295269,-99.13422125
12,GUERRERO,33,SAN PEDRO,4.0,1.0,0,3.0,0.0,1.0,17.81220797,-98.54709087
12,GUERRERO,34,SIERRA MOJADA,0.0,0.0,0,0.0,1.0,0.0,18.22995615,-99.25340637
12,GUERRERO,35,TORREÓN,3.0,1.0,0,2.0,11.0,9.0,18.22692208,-99.58208985
12,GUERRERO,38,ZARAGOZA,0.0,0.0,0,0.0,6.0,6.0,17.82021839,-101.4341417
12,GUERRERO,39,HUITIUPÁN,0.0,0.0,0,0.0,0.0,1.0,17.14215276,-99.47292536
12,GUERRERO,43,IXTACOMITÁN,0.0,0.0,0,0.0,0.0,1.0,17.13415451,-98.43973620000001
12,GUERRERO,44,IXTAPA,0.0,0.0,0,0.0,1.0,0.0,17.33690061,-99.37059768
12,GUERRERO,46,JIQUIPILAS,0.0,0.0,0,0.0,1.0,5.0,16.66159359,-98.35281639
12,GUERRERO,48,JUÁREZ,0.0,0.0,0,0.0,0.0,4.0,17.62021553,-101.1603362
12,GUERRERO,50,LA LIBERTAD,0.0,0.0,0,0.0,1.0,3.0,18.34563241,-100.61147209999999
12,GUERRERO,51,MAPASTEPEC,1.0,0.0,0,1.0,0.0,0.0,17.3128796,-99.18521895
12,GUERRERO,52,LAS MARGARITAS,0.0,0.0,0,0.0,0.0,1.0,16.87642508,-98.75107794
12,GUERRERO,53,MAZAPA DE MADERO,2.0,0.0,0,2.0,1.0,5.0,16.80877443,-99.40905828
12,GUERRERO,55,METAPA,5.0,2.0,0,3.0,7.0,14.0,18.52008416,-99.59743423
12,GUERRERO,56,MITONTIC,0.0,0.0,0,0.0,0.0,1.0,16.98050789,-99.29490467
12,GUERRERO,57,MOTOZINTLA,0.0,0.0,0,0.0,0.0,2.0,17.40609505,-100.7443681
12,GUERRERO,59,OCOSINGO,0.0,0.0,0,0.0,1.0,5.0,18.10108009,-99.46938507
12,GUERRERO,60,OCOTEPEC,0.0,0.0,0,0.0,0.0,1.0,18.64884923,-99.67176507
12,GUERRERO,61,OCOZOCOAUTLA DE ESPINOSA,2.0,0.0,0,2.0,0.0,3.0,17.59937913,-99.36747216
12,GUERRERO,66,PANTELHÓ,2.0,0.0,0,2.0,10.0,1.0,17.56221754,-98.61555646
12,GUERRERO,69,PIJIJIAPAN,0.0,0.0,0,0.0,1.0,0.0,17.42983079,-98.54148586
12,GUERRERO,70,EL PORVENIR,2.0,0.0,0,2.0,3.0,2.0,17.90453143,-98.50930222
12,GUERRERO,71,VILLA COMALTITLÁN,0.0,0.0,0,0.0,1.0,1.0,16.86949598,-98.15725831
12,GUERRERO,73,RAYÓN,0.0,0.0,0,0.0,0.0,2.0,18.34502005,-101.2182335
12,GUERRERO,74,REFORMA,0.0,0.0,0,0.0,1.0,0.0,17.749607,-99.18510289
12,GUERRERO,75,LAS ROSAS,0.0,0.0,0,0.0,0.0,2.0,17.80157198,-99.60979489
12,GUERRERO,81,SIMOJOVEL,0.0,0.0,0,0.0,0.0,1.0,17.04711408,-98.63787947
13,HIDALGO,2,ASIENTOS,0.0,0.0,0,0.0,0.0,2.0,20.159868600000003,-98.19840436
13,HIDALGO,3,CALVILLO,1.0,0.0,0,1.0,1.0,9.0,20.31457674,-98.88968232
13,HIDALGO,6,PABELLÓN DE ARTEAGA,0.0,0.0,0,0.0,0.0,1.0,20.40711713,-99.40540288
13,HIDALGO,8,SAN JOSÉ DE GRACIA,0.0,0.0,0,0.0,0.0,8.0,19.72294927,-98.44698655
13,HIDALGO,9,TEPEZALÁ,0.0,0.0,0,0.0,0.0,3.0,20.217156,-98.88257618
13,HIDALGO,10,EL LLANO,0.0,0.0,0,0.0,1.0,2.0,20.0547481,-99.2213739
13,HIDALGO,12,GUERRERO,0.0,0.0,0,0.0,0.0,1.0,20.35486228,-98.67648758
13,HIDALGO,13,HIDALGO,2.0,1.0,0,1.0,2.0,4.0,19.97346205,-99.23137266
13,HIDALGO,15,JUÁREZ,0.0,0.0,0,0.0,0.0,2.0,20.59924028,-99.06020121
13,HIDALGO,16,LAMADRID,0.0,0.0,0,0.0,0.0,2.0,19.98434439,-98.28165822
13,HIDALGO,17,MATAMOROS,0.0,0.0,0,0.0,0.0,1.0,20.26370277,-99.47164123
13,HIDALGO,19,MORELOS,1.0,0.0,0,1.0,0.0,0.0,20.32434412,-99.2551256
13,HIDALGO,21,NADADORES,5.0,1.0,0,4.0,0.0,1.0,19.65930612,-98.60027073
13,HIDALGO,22,NAVA,1.0,0.0,0,1.0,1.0,2.0,20.03160069,-98.64348145
13,HIDALGO,23,OCAMPO,1.0,0.0,0,1.0,0.0,2.0,20.23528563,-99.08028521
13,HIDALGO,24,PARRAS,1.0,0.0,0,1.0,0.0,0.0,20.2259392,-98.54312639
13,HIDALGO,27,RAMOS ARIZPE,0.0,0.0,0,0.0,0.0,1.0,20.514128399999997,-98.06418511
13,HIDALGO,28,SABINAS,1.0,0.0,0,1.0,1.0,9.0,21.12725836,-98.45171416
13,HIDALGO,29,SACRAMENTO,0.0,0.0,0,0.0,0.0,1.0,20.38384527,-99.68072645
13,HIDALGO,30,SALTILLO,0.0,0.0,0,0.0,2.0,9.0,20.53258782,-99.20133105
13,HIDALGO,34,SIERRA MOJADA,0.0,0.0,0,0.0,0.0,1.0,20.96225439,-98.72332073
13,HIDALGO,35,TORREÓN,0.0,0.0,0,0.0,1.0,2.0,20.25782426,-98.34292435
13,HIDALGO,36,VIESCA,0.0,0.0,0,0.0,0.0,1.0,20.52381818,-98.60527899
13,HIDALGO,38,ZARAGOZA,0.0,0.0,0,0.0,0.0,1.0,20.22305401,-98.75355913
13,HIDALGO,39,HUITIUPÁN,1.0,1.0,0,0.0,0.0,1.0,20.14036236,-98.65883469
13,HIDALGO,40,HUIXTLA,0.0,0.0,0,0.0,0.0,1.0,21.07098894,-99.07052044
13,HIDALGO,41,LA INDEPENDENCIA,0.0,0.0,0,0.0,0.0,4.0,20.22386723,-99.18072297
13,HIDALGO,42,IXHUATÁN,0.0,0.0,0,0.0,0.0,1.0,20.8644329,-98.77642988
13,HIDALGO,43,IXTACOMITÁN,0.0,0.0,0,0.0,0.0,1.0,20.78649909,-99.17540904
13,HIDALGO,45,IXTAPANGAJOYA,0.0,0.0,0,0.0,0.0,1.0,20.17375533,-98.62196851
13,HIDALGO,48,JUÁREZ,29.0,7.0,0,22.0,22.0,130.0,20.10209695,-98.7822244
13,HIDALGO,49,LARRÁINZAR,0.0,0.0,0,0.0,0.0,2.0,21.23450097,-98.98883119
13,HIDALGO,50,LA LIBERTAD,0.0,0.0,0,0.0,0.0,2.0,20.31434342,-99.1781541
13,HIDALGO,51,MAPASTEPEC,12.0,1.0,0,11.0,4.0,49.0,20.05900373,-98.71969978
13,HIDALGO,52,LAS MARGARITAS,2.0,1.0,0,1.0,0.0,1.0,20.09559726,-98.94002349
13,HIDALGO,53,MAZAPA DE MADERO,0.0,0.0,0,0.0,0.0,1.0,20.46848478,-98.19129467
13,HIDALGO,54,MAZATÁN,0.0,0.0,0,0.0,0.0,2.0,20.30477465,-99.04787154
13,HIDALGO,55,METAPA,1.0,0.0,0,1.0,0.0,0.0,20.41238902,-98.98284875
13,HIDALGO,56,MITONTIC,0.0,0.0,0,0.0,0.0,6.0,20.03565478,-98.39277802
13,HIDALGO,58,NICOLÁS RUÍZ,0.0,0.0,0,0.0,0.0,1.0,20.54234961,-99.37583394
13,HIDALGO,59,OCOSINGO,0.0,0.0,0,0.0,0.0,5.0,20.53928634,-99.63241487
13,HIDALGO,60,OCOTEPEC,0.0,0.0,0,0.0,0.0,2.0,20.343367399999998,-98.21082651
13,HIDALGO,61,OCOZOCOAUTLA DE ESPINOSA,2.0,0.0,0,2.0,0.0,16.0,19.81556167,-98.49477084
13,HIDALGO,62,OSTUACÁN,0.0,0.0,0,0.0,0.0,2.0,21.06145935,-98.83293997
13,HIDALGO,63,OSUMACINTA,1.0,0.0,0,1.0,1.0,6.0,19.90269327,-99.36350752
13,HIDALGO,64,OXCHUC,0.0,0.0,0,0.0,0.0,2.0,20.19423435,-99.39870552
13,HIDALGO,65,PALENQUE,1.0,0.0,0,1.0,0.0,3.0,20.11441194,-99.15182636
13,HIDALGO,66,PANTELHÓ,0.0,0.0,0,0.0,0.0,1.0,19.91282779,-98.80336457
13,HIDALGO,67,PANTEPEC,2.0,0.0,0,2.0,0.0,2.0,20.17887948,-99.29328271
13,HIDALGO,68,PICHUCALCO,0.0,0.0,0,0.0,0.0,1.0,20.78070579,-98.53912517
13,HIDALGO,69,PIJIJIAPAN,6.0,0.0,0,6.0,13.0,28.0,19.85253123,-98.96118387
13,HIDALGO,70,EL PORVENIR,0.0,0.0,0,0.0,1.0,2.0,20.13436818,-99.2085501
13,HIDALGO,72,PUEBLO NUEVO SOLISTAHUACÁN,0.0,0.0,0,0.0,1.0,2.0,19.83520725,-98.58692802
13,HIDALGO,73,RAYÓN,0.0,0.0,0,0.0,0.0,1.0,21.03187247,-98.64818934
13,HIDALGO,74,REFORMA,0.0,0.0,0,0.0,0.0,2.0,20.097124100000002,-99.23704849
13,HIDALGO,75,LAS ROSAS,0.0,0.0,0,0.0,1.0,1.0,19.95441148,-98.9265334
13,HIDALGO,76,SABANILLA,1.0,0.0,0,1.0,4.0,24.0,20.06415414,-99.37675397
13,HIDALGO,77,SALTO DE AGUA,7.0,0.0,0,7.0,1.0,25.0,20.12361505,-98.35093262
13,HIDALGO,80,SILTEPEC,0.0,0.0,0,0.0,0.0,1.0,20.91626222,-98.38351809
13,HIDALGO,81,SIMOJOVEL,0.0,0.0,0,0.0,2.0,3.0,20.65076184,-98.58671898
13,HIDALGO,82,SITALÁ,0.0,0.0,0,0.0,1.0,0.0,19.98941681,-98.85891705
13,HIDALGO,83,SOCOLTENANGO,1.0,0.0,0,1.0,1.0,11.0,19.92314933,-98.67234243
13,HIDALGO,84,SOLOSUCHIAPA,1.0,0.0,0,1.0,0.0,3.0,20.75295429,-99.36571594
14,JALISCO,1,AGUASCALIENTES,2.0,1.0,0,1.0,4.0,16.0,20.77007275,-102.9091558
14,JALISCO,2,ASIENTOS,0.0,0.0,0,0.0,0.0,8.0,20.428508899999997,-103.608852
14,JALISCO,3,CALVILLO,0.0,0.0,0,0.0,1.0,1.0,20.71149033,-103.9353478
14,JALISCO,4,COSÍO,0.0,0.0,0,0.0,0.0,1.0,19.99995821,-103.6225816
14,JALISCO,5,JESÚS MARÍA,0.0,0.0,0,0.0,0.0,3.0,20.85000373,-103.7172495
14,JALISCO,6,PABELLÓN DE ARTEAGA,1.0,0.0,0,1.0,1.0,3.0,20.54170803,-104.08054870000001
14,JALISCO,8,SAN JOSÉ DE GRACIA,0.0,0.0,0,0.0,0.0,5.0,20.76652666,-102.3006357
14,JALISCO,9,TEPEZALÁ,0.0,0.0,0,0.0,0.0,4.0,20.75498055,-103.6790152
14,JALISCO,11,SAN FRANCISCO DE LOS ROMO,0.0,0.0,0,0.0,0.0,2.0,20.31810273,-104.27392309999999
14,JALISCO,12,GUERRERO,0.0,0.0,0,0.0,0.0,1.0,20.33679752,-104.5506573
14,JALISCO,13,HIDALGO,0.0,0.0,0,0.0,1.0,8.0,20.54760015,-102.5396104
14,JALISCO,14,JIMÉNEZ,0.0,0.0,0,0.0,0.0,1.0,19.99646756,-103.4704687
14,JALISCO,15,JUÁREZ,0.0,0.0,0,0.0,3.0,41.0,19.74352768,-104.31217690000001
14,JALISCO,16,LAMADRID,0.0,0.0,0,0.0,0.0,3.0,20.48886506,-102.3429278
14,JALISCO,17,MATAMOROS,0.0,0.0,0,0.0,0.0,7.0,20.05032971,-104.4348004
14,JALISCO,18,MONCLOVA,0.0,0.0,0,0.0,4.0,9.0,20.36384492,-102.5232946
14,JALISCO,20,MÚZQUIZ,0.0,0.0,0,0.0,0.0,1.0,20.34247524,-105.4065834
14,JALISCO,21,NADADORES,0.0,0.0,0,0.0,0.0,1.0,19.60299418,-104.470155
14,JALISCO,22,NAVA,0.0,0.0,0,0.0,2.0,21.0,19.27739656,-104.61494470000001
14,JALISCO,23,OCAMPO,0.0,0.0,0,0.0,9.0,33.0,19.71078933,-103.51033699999999
14,JALISCO,24,PARRAS,1.0,0.0,0,1.0,1.0,12.0,20.39039757,-103.82445600000001
14,JALISCO,25,PIEDRAS NEGRAS,0.0,0.0,0,0.0,0.0,1.0,22.09175994,-103.2872157
14,JALISCO,26,PROGRESO,0.0,0.0,0,0.0,0.0,2.0,19.98243576,-103.2364283
14,JALISCO,27,RAMOS ARIZPE,0.0,0.0,0,0.0,1.0,5.0,19.435694,-104.3110295
14,JALISCO,28,SABINAS,10.0,0.0,0,10.0,0.0,22.0,20.19301461,-104.5098491
14,JALISCO,29,SACRAMENTO,0.0,0.0,0,0.0,4.0,5.0,20.95245924,-103.0287172
14,JALISCO,30,SALTILLO,0.0,0.0,0,0.0,3.0,7.0,20.25988503,-103.1879093
14,JALISCO,32,SAN JUAN DE SABINAS,0.0,0.0,0,0.0,0.0,1.0,20.08230906,-103.88017679999999
14,JALISCO,33,SAN PEDRO,0.0,0.0,0,0.0,0.0,2.0,20.44791467,-102.1677785
14,JALISCO,35,TORREÓN,0.0,0.0,0,0.0,0.0,3.0,21.55579093,-102.191447
14,JALISCO,36,VIESCA,0.0,0.0,0,0.0,0.0,3.0,20.74364412,-104.1237635
14,JALISCO,37,VILLA UNIÓN,3.0,1.0,0,2.0,4.0,20.0,19.80107992,-104.1951371
14,JALISCO,39,HUITIUPÁN,69.0,4.0,0,65.0,145.0,754.0,20.67598127,-103.33580479999999
14,JALISCO,40,HUIXTLA,0.0,0.0,0,0.0,0.0,1.0,21.05750398,-104.0754161
14,JALISCO,42,IXHUATÁN,0.0,0.0,0,0.0,0.0,1.0,22.58385278,-103.9162005
14,JALISCO,43,IXTACOMITÁN,0.0,0.0,0,0.0,0.0,10.0,19.51484125,-104.8631518
14,JALISCO,44,IXTAPA,0.0,0.0,0,0.0,1.0,1.0,20.39175494,-103.2075436
14,JALISCO,45,IXTAPANGAJOYA,0.0,0.0,0,0.0,3.0,4.0,20.89865351,-103.2278195
14,JALISCO,46,JIQUIPILAS,0.0,0.0,0,0.0,0.0,2.0,21.19170977,-102.4893491
14,JALISCO,47,JITOTOL,4.0,0.0,0,4.0,0.0,4.0,20.28014492,-102.6856746
14,JALISCO,48,JUÁREZ,0.0,0.0,0,0.0,1.0,1.0,20.63550724,-102.1198645
14,JALISCO,50,LA LIBERTAD,0.0,0.0,0,0.0,2.0,13.0,20.31454069,-103.41718459999998
14,JALISCO,51,MAPASTEPEC,0.0,0.0,0,0.0,6.0,2.0,20.48173379,-103.1352132
14,JALISCO,52,LAS MARGARITAS,0.0,0.0,0,0.0,0.0,1.0,20.05426111,-104.0366577
14,JALISCO,53,MAZAPA DE MADERO,1.0,0.0,0,1.0,1.0,42.0,21.49430423,-101.8796641
14,JALISCO,54,MAZATÁN,0.0,0.0,0,0.0,0.0,4.0,19.84080401,-104.1003161
14,JALISCO,55,METAPA,0.0,0.0,0,0.0,3.0,3.0,20.90826706,-104.0307804
14,JALISCO,58,NICOLÁS RUÍZ,0.0,0.0,0,0.0,4.0,0.0,20.57907747,-104.8140704
14,JALISCO,59,OCOSINGO,0.0,0.0,0,0.0,1.0,1.0,19.89425794,-103.0725374
14,JALISCO,60,OCOTEPEC,0.0,0.0,0,0.0,0.0,1.0,21.26387264,-102.7535316
14,JALISCO,61,OCOZOCOAUTLA DE ESPINOSA,0.0,0.0,0,0.0,0.0,1.0,22.22271235,-103.9943218
14,JALISCO,63,OSUMACINTA,2.0,0.0,0,2.0,6.0,32.0,20.39745621,-102.7240444
14,JALISCO,64,OXCHUC,0.0,0.0,0,0.0,0.0,8.0,21.81095761,-101.7151483
14,JALISCO,65,PALENQUE,0.0,0.0,0,0.0,0.0,1.0,19.146639800000003,-103.38185250000001
14,JALISCO,66,PANTELHÓ,0.0,0.0,0,0.0,0.0,6.0,20.27026701,-102.8947376
14,JALISCO,67,PANTEPEC,20.0,3.0,0,17.0,51.0,109.0,20.69798803,-105.1491067
14,JALISCO,68,PICHUCALCO,0.0,0.0,0,0.0,0.0,6.0,19.80728133,-104.72283840000001
14,JALISCO,69,PIJIJIAPAN,0.0,0.0,0,0.0,0.0,2.0,19.80461389,-102.8682315
14,JALISCO,70,EL PORVENIR,0.0,0.0,0,0.0,27.0,29.0,20.53668402,-103.246808
14,JALISCO,73,RAYÓN,2.0,0.0,0,2.0,0.0,14.0,21.26975755,-102.29436170000001
14,JALISCO,74,REFORMA,2.0,0.0,0,2.0,1.0,10.0,20.99770149,-102.1634752
14,JALISCO,75,LAS ROSAS,0.0,0.0,0,0.0,2.0,0.0,20.82470787,-104.23204709999999
14,JALISCO,76,SABANILLA,0.0,0.0,0,0.0,0.0,1.0,21.59598697,-103.7850354
14,JALISCO,77,SALTO DE AGUA,1.0,0.0,0,1.0,0.0,9.0,20.44997396,-103.90511020000001
14,JALISCO,78,SAN CRISTÓBAL DE LAS CASAS,0.0,0.0,0,0.0,1.0,8.0,20.99266762,-102.379615
14,JALISCO,79,SAN FERNANDO,0.0,0.0,0,0.0,1.0,1.0,19.85647545,-103.4171738
14,JALISCO,81,SIMOJOVEL,0.0,0.0,0,0.0,0.0,1.0,22.19332482,-103.18128670000002
14,JALISCO,82,SITALÁ,0.0,0.0,0,0.0,0.0,4.0,19.86177902,-103.5946428
14,JALISCO,83,SOCOLTENANGO,0.0,0.0,0,0.0,1.0,18.0,20.61061616,-103.69249520000001
14,JALISCO,85,SOYALÓ,0.0,0.0,0,0.0,2.0,2.0,19.68759154,-103.1793087
14,JALISCO,86,SUCHIAPA,0.0,0.0,0,0.0,0.0,2.0,19.94829117,-103.76546809999999
14,JALISCO,87,SUCHIATE,0.0,0.0,0,0.0,1.0,1.0,19.22552288,-103.1925712
14,JALISCO,88,SUNUAPA,2.0,1.0,0,1.0,0.0,6.0,20.25928864,-104.02420490000002
14,JALISCO,89,TAPACHULA,0.0,0.0,0,0.0,0.0,1.0,20.09243874,-103.57526109999999
14,JALISCO,90,TAPALAPA,0.0,0.0,0,0.0,0.0,1.0,20.14694917,-104.16553909999999
14,JALISCO,91,TAPILULA,0.0,0.0,0,0.0,0.0,1.0,21.48046589,-102.5544776
14,JALISCO,92,TECPATÁN,0.0,0.0,0,0.0,1.0,0.0,20.10872798,-103.34714890000001
14,JALISCO,93,TENEJAPA,0.0,0.0,0,0.0,4.0,104.0,20.81497043,-102.7208449
14,JALISCO,94,TEOPISCA,4.0,1.0,0,3.0,3.0,37.0,21.11269655,-103.7809295
14,JALISCO,95,TEUCHITLÁN,0.0,0.0,0,0.0,0.0,1.0,20.67928176,-103.8323815
14,JALISCO,96,TILA,2.0,0.0,0,2.0,5.0,4.0,20.119633,-103.0710682
14,JALISCO,97,TONALÁ,3.0,0.0,0,3.0,24.0,139.0,20.48421905,-103.4259569
14,JALISCO,98,TOTOLAPA,3.0,0.0,0,3.0,31.0,126.0,20.59091448,-103.348905
14,JALISCO,99,LA TRINITARIA,0.0,0.0,0,0.0,0.0,1.0,19.55291573,-103.93056130000001
14,JALISCO,100,TUMBALÁ,3.0,1.0,0,2.0,0.0,25.0,19.97967745,-105.1647531
14,JALISCO,101,TUXTLA GUTIÉRREZ,4.0,1.0,0,3.0,55.0,139.0,20.61677917,-103.2139059
14,JALISCO,102,TUXTLA CHICO,0.0,0.0,0,0.0,0.0,2.0,19.84793597,-103.95017109999999
14,JALISCO,103,TUZANTÁN,0.0,0.0,0,0.0,1.0,0.0,19.43211667,-103.53509629999999
14,JALISCO,104,TZIMOL,0.0,0.0,0,0.0,0.0,2.0,21.95897967,-103.4785624
14,JALISCO,105,UNIÓN JUÁREZ,0.0,0.0,0,0.0,0.0,2.0,20.548749100000002,-102.74872109999998
14,JALISCO,106,VENUSTIANO CARRANZA,0.0,0.0,0,0.0,0.0,1.0,19.68124491,-104.03315740000001
14,JALISCO,107,VILLA CORZO,0.0,0.0,0,0.0,0.0,2.0,20.14691534,-103.24204870000001
14,JALISCO,108,VILLAFLORES,1.0,0.0,0,1.0,2.0,6.0,19.47912166,-103.4572728
14,JALISCO,111,ZINACANTÁN,0.0,0.0,0,0.0,1.0,0.0,21.04653472,-102.6509577
14,JALISCO,117,MONTECRISTO DE GUERRERO,0.0,0.0,0,0.0,0.0,3.0,21.15984203,-102.7012165
14,JALISCO,118,SAN ANDRÉS DURAZNAL,1.0,0.0,0,1.0,0.0,27.0,21.13797614,-102.9336735
14,JALISCO,119,SANTIAGO EL PINAR,0.0,0.0,0,0.0,0.0,3.0,20.23554834,-103.56806740000002
14,JALISCO,120,CAPITÁN LUIS ÁNGEL VIDAL,54.0,0.0,0,54.0,98.0,634.0,20.79499461,-103.49418409999998
14,JALISCO,121,RINCÓN CHAMULA SAN PEDRO,0.0,0.0,0,0.0,1.0,1.0,19.62164543,-103.345801
14,JALISCO,123,EMILIANO ZAPATA,0.0,0.0,0,0.0,0.0,1.0,20.46087584,-102.924971
14,JALISCO,124,MEZCALAPA,0.0,0.0,0,0.0,2.0,17.0,20.63609801,-103.0488523
14,JALISCO,125,SAN IGNACIO CERRO GORDO,0.0,0.0,0,0.0,0.0,4.0,20.76462354,-102.50640179999999
15,MÉXICO,1,AGUASCALIENTES,0.0,0.0,0,0.0,6.0,5.0,19.97296672,-99.87154179999999
15,MÉXICO,2,ASIENTOS,4.0,0.0,0,4.0,12.0,12.0,19.63378026,-98.91986552
15,MÉXICO,3,CALVILLO,0.0,0.0,0,0.0,1.0,2.0,20.11570666,-99.83335748
15,MÉXICO,4,COSÍO,0.0,0.0,0,0.0,2.0,1.0,18.83298187,-99.86679901
15,MÉXICO,5,JESÚS MARÍA,2.0,0.0,0,2.0,9.0,16.0,19.40562639,-99.82945543
15,MÉXICO,6,PABELLÓN DE ARTEAGA,0.0,0.0,0,0.0,2.0,0.0,19.15878,-99.49187309
15,MÉXICO,7,RINCÓN DE ROMOS,0.0,0.0,0,0.0,2.0,3.0,19.25094288,-99.98839314
15,MÉXICO,8,SAN JOSÉ DE GRACIA,1.0,0.0,0,1.0,0.0,2.0,18.70301269,-100.266802
15,MÉXICO,9,TEPEZALÁ,1.0,0.0,0,1.0,8.0,3.0,19.12495773,-98.71648998
15,MÉXICO,10,EL LLANO,0.0,0.0,0,0.0,1.0,3.0,19.9845142,-99.14789661
15,MÉXICO,11,SAN FRANCISCO DE LOS ROMO,2.0,0.0,0,2.0,1.0,6.0,19.54565382,-98.96156935
15,MÉXICO,12,GUERRERO,14.0,1.0,0,13.0,17.0,41.0,19.17554586,-99.49997514
15,MÉXICO,13,HIDALGO,44.0,5.0,0,39.0,50.0,77.0,19.56481159,-99.27404279
15,MÉXICO,14,JIMÉNEZ,2.0,1.0,0,1.0,3.0,14.0,19.809972,-99.8460182
15,MÉXICO,15,JUÁREZ,0.0,0.0,0,0.0,1.0,2.0,19.0311172,-98.71706028
15,MÉXICO,16,LAMADRID,0.0,0.0,0,0.0,3.0,3.0,19.76308078,-98.72130678
15,MÉXICO,17,MATAMOROS,0.0,0.0,0,0.0,0.0,1.0,19.12429549,-98.81635545
15,MÉXICO,18,MONCLOVA,2.0,0.0,0,2.0,10.0,14.0,19.16553618,-99.64327165
15,MÉXICO,19,MORELOS,2.0,0.0,0,2.0,4.0,0.0,19.20870355,-99.45973816
15,MÉXICO,20,MÚZQUIZ,21.0,2.0,0,19.0,32.0,41.0,19.6262935,-99.10239495
15,MÉXICO,21,NADADORES,1.0,0.0,0,1.0,1.0,9.0,18.94636301,-99.79826113
15,MÉXICO,22,NAVA,0.0,0.0,0,0.0,3.0,1.0,19.22603049,-98.85889522
15,MÉXICO,23,OCAMPO,1.0,0.0,0,1.0,2.0,4.0,19.78998655,-99.22220578
15,MÉXICO,24,PARRAS,30.0,1.0,0,29.0,21.0,40.0,19.70824807,-99.15942263
15,MÉXICO,25,PIEDRAS NEGRAS,29.0,2.0,0,27.0,77.0,80.0,19.25361272,-98.83168458
15,MÉXICO,26,PROGRESO,0.0,0.0,0,0.0,1.0,1.0,19.82577108,-99.55094103
15,MÉXICO,28,SABINAS,0.0,0.0,0,0.0,1.0,4.0,19.57303922,-98.8833852
15,MÉXICO,29,SACRAMENTO,10.0,0.0,0,10.0,17.0,23.0,19.40541919,-98.87810749
15,MÉXICO,30,SALTILLO,0.0,0.0,0,0.0,3.0,0.0,19.55627976,-98.89669599999999
15,MÉXICO,31,SAN BUENAVENTURA,43.0,5.0,0,38.0,72.0,58.0,19.41624048,-98.94716816
