,confirmado,negativo,sospechoso,muerto,recuperado,activo,estado,municipio,id_estado,id_municipio,entidad_qa,municipio_qa,id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
"(15, 40)",1,2,0,0,0,1,MÉXICO,IXTAPAN DE LA SAL,15,40,V,V,15,MÉXICO,40,IXTAPAN DE LA SAL,1,0,0,1,0,2,18.85070437,-99.69084043
"(15, 41)",0,1,0,0,0,0,MÉXICO,IXTAPAN DEL ORO,15,41,V,V,15,MÉXICO,41,IXTAPAN DEL ORO,0,0,0,0,0,1,19.25743489,-100.2778515
"(15, 42)",11,11,18,2,0,9,MÉXICO,IXTLAHUACA,15,42,V,V,15,MÉXICO,42,IXTLAHUACA,11,2,0,9,18,11,19.58988427,-99.80697291
"(15, 43)",2,1,3,0,0,2,MÉXICO,XALATLACO,15,43,V,V,15,MÉXICO,43,XALATLACO,2,0,0,2,3,1,19.16524852,-99.35927129
"(15, 44)",1,2,0,0,0,1,MÉXICO,JALTENCO,15,44,V,V,15,MÉXICO,44,JALTENCO,1,0,0,1,0,2,19.73872749,-99.08893217
"(15, 45)",0,6,1,0,0,0,MÉXICO,JILOTEPEC,15,45,V,V,15,MÉXICO,45,JILOTEPEC,0,0,0,0,1,6,20.01917283,-99.59658101
"(15, 46)",0,1,1,0,0,0,MÉXICO,JILOTZINGO,15,46,V,V,15,MÉXICO,46,JILOTZINGO,0,0,0,0,1,1,19.50605404,-99.39043608
"(15, 47)",1,4,3,0,0,1,MÉXICO,JIQUIPILCO,15,47,V,V,15,MÉXICO,47,JIQUIPILCO,1,0,0,1,3,4,19.58605616,-99.64160442
"(15, 48)",2,3,1,1,0,1,MÉXICO,JOCOTITLÁN,15,48,V,V,15,MÉXICO,48,JOCOTITLÁN,2,1,0,1,1,3,19.71735279,-99.823496
"(15, 49)",0,0,2,0,0,0,MÉXICO,JOQUICINGO,15,49,V,V,15,MÉXICO,49,JOQUICINGO,0,0,0,0,2,0,19.06757347,-99.51448125
"(15, 50)",0,0,3,0,0,0,MÉXICO,JUCHITEPEC,15,50,V,V,15,MÉXICO,50,JUCHITEPEC,0,0,0,0,3,0,19.09360304,-98.90408544
"(15, 51)",7,24,9,0,0,7,MÉXICO,LERMA,15,51,V,V,15,MÉXICO,51,LERMA,7,0,0,7,9,24,19.34509364,-99.47485467
"(15, 53)",5,4,2,0,0,5,MÉXICO,MELCHOR OCAMPO,15,53,V,V,15,MÉXICO,53,MELCHOR OCAMPO,5,0,0,5,2,4,19.70965076,-99.13354689
"(15, 54)",22,112,29,1,0,21,MÉXICO,METEPEC,15,54,V,V,15,MÉXICO,54,METEPEC,22,1,0,21,29,112,19.24738849,-99.58836648
"(15, 55)",0,4,0,0,0,0,MÉXICO,MEXICALTZINGO,15,55,V,V,15,MÉXICO,55,MEXICALTZINGO,0,0,0,0,0,4,19.2112478,-99.58402216
"(15, 56)",0,4,2,0,0,0,MÉXICO,MORELOS,15,56,V,V,15,MÉXICO,56,MORELOS,0,0,0,0,2,4,19.74346891,-99.64178247
"(15, 57)",119,315,77,6,0,113,MÉXICO,NAUCALPAN DE JUÁREZ,15,57,V,V,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,119,6,0,113,77,315,19.47126044,-99.29260308
"(15, 58)",195,370,116,19,0,176,MÉXICO,NEZAHUALCÓYOTL,15,58,V,V,15,MÉXICO,58,NEZAHUALCÓYOTL,195,19,0,176,116,370,19.42258895,-99.02270306
"(15, 59)",1,5,0,0,0,1,MÉXICO,NEXTLALPAN,15,59,V,V,15,MÉXICO,59,NEXTLALPAN,1,0,0,1,0,5,19.72994508,-99.07452487
"(15, 60)",61,79,32,6,0,55,MÉXICO,NICOLÁS ROMERO,15,60,V,V,15,MÉXICO,60,NICOLÁS ROMERO,61,6,0,55,32,79,19.6249807,-99.39172424
"(15, 61)",1,1,0,0,0,1,MÉXICO,NOPALTEPEC,15,61,V,V,15,MÉXICO,61,NOPALTEPEC,1,0,0,1,0,1,19.81232128,-98.71708839
"(15, 62)",2,7,2,1,0,1,MÉXICO,OCOYOACAC,15,62,V,V,15,MÉXICO,62,OCOYOACAC,2,1,0,1,2,7,19.25947233,-99.40664254
"(15, 63)",0,1,1,0,0,0,MÉXICO,OCUILAN,15,63,V,V,15,MÉXICO,63,OCUILAN,0,0,0,0,1,1,19.00926654,-99.39641535
"(15, 64)",2,2,3,0,0,2,MÉXICO,EL ORO,15,64,V,V,15,MÉXICO,64,EL ORO,2,0,0,2,3,2,19.79882232,-100.0754921
"(15, 65)",1,4,4,0,0,1,MÉXICO,OTUMBA,15,65,V,V,15,MÉXICO,65,OTUMBA,1,0,0,1,4,4,19.65602713,-98.73839405
"(15, 67)",1,3,4,0,0,1,MÉXICO,OTZOLOTEPEC,15,67,V,V,15,MÉXICO,67,OTZOLOTEPEC,1,0,0,1,4,3,19.45064569,-99.52728534
"(15, 68)",1,1,1,0,0,1,MÉXICO,OZUMBA,15,68,V,V,15,MÉXICO,68,OZUMBA,1,0,0,1,1,1,19.02189905,-98.80962281
"(15, 70)",27,36,35,4,0,23,MÉXICO,LA PAZ,15,70,V,V,15,MÉXICO,70,LA PAZ,27,4,0,23,35,36,19.36102007,-98.94769819
"(15, 72)",1,0,0,0,0,1,MÉXICO,RAYÓN,15,72,V,V,15,MÉXICO,72,RAYÓN,1,0,0,1,0,0,19.13888037,-99.56707542
"(15, 73)",4,6,2,0,0,4,MÉXICO,SAN ANTONIO LA ISLA,15,73,V,V,15,MÉXICO,73,SAN ANTONIO LA ISLA,4,0,0,4,2,6,19.16888342,-99.55128608
"(15, 74)",2,11,4,1,0,1,MÉXICO,SAN FELIPE DEL PROGRESO,15,74,V,V,15,MÉXICO,74,SAN FELIPE DEL PROGRESO,2,1,0,1,4,11,19.65324368,-99.98252732
"(15, 75)",0,2,0,0,0,0,MÉXICO,SAN MARTÍN DE LAS PIRÁMIDES,15,75,V,V,15,MÉXICO,75,SAN MARTÍN DE LAS PIRÁMIDES,0,0,0,0,0,2,19.71977969,-98.83219673
"(15, 76)",2,14,5,0,0,2,MÉXICO,SAN MATEO ATENCO,15,76,V,V,15,MÉXICO,76,SAN MATEO ATENCO,2,0,0,2,5,14,19.26553186,-99.53968835
"(15, 77)",1,0,0,0,0,1,MÉXICO,SAN SIMÓN DE GUERRERO,15,77,V,V,15,MÉXICO,77,SAN SIMÓN DE GUERRERO,1,0,0,1,0,0,18.98006248,-100.0368685
"(15, 78)",0,1,0,0,0,0,MÉXICO,SANTO TOMÁS,15,78,V,V,15,MÉXICO,78,SANTO TOMÁS,0,0,0,0,0,1,19.17969192,-100.2998149
"(15, 79)",1,1,1,0,0,1,MÉXICO,SOYANIQUILPAN DE JUÁREZ,15,79,V,V,15,MÉXICO,79,SOYANIQUILPAN DE JUÁREZ,1,0,0,1,1,1,20.05181511,-99.51387728
"(15, 80)",0,1,1,0,0,0,MÉXICO,SULTEPEC,15,80,V,V,15,MÉXICO,80,SULTEPEC,0,0,0,0,1,1,18.73466669,-99.98920548
"(15, 81)",54,103,28,4,0,50,MÉXICO,TECÁMAC,15,81,V,V,15,MÉXICO,81,TECÁMAC,54,4,0,50,28,103,19.70585598,-98.98650311
"(15, 82)",0,5,3,0,0,0,MÉXICO,TEJUPILCO,15,82,V,V,15,MÉXICO,82,TEJUPILCO,0,0,0,0,3,5,18.873832,-100.2130697
"(15, 83)",1,2,2,0,0,1,MÉXICO,TEMAMATLA,15,83,V,V,15,MÉXICO,83,TEMAMATLA,1,0,0,1,2,2,19.18893551,-98.88377614
"(15, 84)",1,5,0,0,0,1,MÉXICO,TEMASCALAPA,15,84,V,V,15,MÉXICO,84,TEMASCALAPA,1,0,0,1,0,5,19.81913597,-98.88106569
"(15, 85)",0,2,0,0,0,0,MÉXICO,TEMASCALCINGO,15,85,V,V,15,MÉXICO,85,TEMASCALCINGO,0,0,0,0,0,2,19.92128642,-100.0370151
"(15, 86)",0,2,1,0,0,0,MÉXICO,TEMASCALTEPEC,15,86,V,V,15,MÉXICO,86,TEMASCALTEPEC,0,0,0,0,1,2,19.08138742,-99.99657934
"(15, 87)",2,4,8,0,0,2,MÉXICO,TEMOAYA,15,87,V,V,15,MÉXICO,87,TEMOAYA,2,0,0,2,8,4,19.48497397,-99.60246258
"(15, 88)",4,7,2,0,0,4,MÉXICO,TENANCINGO,15,88,V,V,15,MÉXICO,88,TENANCINGO,4,0,0,4,2,7,18.96703976,-99.56922181
"(15, 89)",0,0,3,0,0,0,MÉXICO,TENANGO DEL AIRE,15,89,V,V,15,MÉXICO,89,TENANGO DEL AIRE,0,0,0,0,3,0,19.15163922,-98.87015048
"(15, 90)",1,6,6,0,0,1,MÉXICO,TENANGO DEL VALLE,15,90,V,V,15,MÉXICO,90,TENANGO DEL VALLE,1,0,0,1,6,6,19.08167125,-99.62926242
"(15, 91)",5,9,1,1,0,4,MÉXICO,TEOLOYUCAN,15,91,V,V,15,MÉXICO,91,TEOLOYUCAN,5,1,0,4,1,9,19.76221054,-99.16818428
"(15, 92)",2,7,0,0,0,2,MÉXICO,TEOTIHUACÁN,15,92,V,V,15,MÉXICO,92,TEOTIHUACÁN,2,0,0,2,0,7,19.68632551,-98.87066436
"(15, 93)",0,0,2,0,0,0,MÉXICO,TEPETLAOXTOC,15,93,V,V,15,MÉXICO,93,TEPETLAOXTOC,0,0,0,0,2,0,19.56939449,-98.7654791
"(15, 94)",0,1,3,0,0,0,MÉXICO,TEPETLIXPA,15,94,V,V,15,MÉXICO,94,TEPETLIXPA,0,0,0,0,3,1,19.00994515,-98.84128326
"(15, 95)",6,8,3,1,0,5,MÉXICO,TEPOTZOTLÁN,15,95,V,V,15,MÉXICO,95,TEPOTZOTLÁN,6,1,0,5,3,8,19.72522135,-99.30619341
"(15, 96)",0,2,1,0,0,0,MÉXICO,TEQUIXQUIAC,15,96,V,V,15,MÉXICO,96,TEQUIXQUIAC,0,0,0,0,1,2,19.90465625,-99.14958905
"(15, 97)",0,0,2,0,0,0,MÉXICO,TEXCALTITLÁN,15,97,V,V,15,MÉXICO,97,TEXCALTITLÁN,0,0,0,0,2,0,18.93957369,-99.93929518
"(15, 99)",22,36,17,1,0,21,MÉXICO,TEXCOCO,15,99,V,V,15,MÉXICO,99,TEXCOCO,22,1,0,21,17,36,19.47163583,-98.82779703
"(15, 100)",5,6,5,0,0,5,MÉXICO,TEZOYUCA,15,100,V,V,15,MÉXICO,100,TEZOYUCA,5,0,0,5,5,6,19.5968658,-98.93100876
"(15, 101)",3,3,3,0,0,3,MÉXICO,TIANGUISTENCO,15,101,V,V,15,MÉXICO,101,TIANGUISTENCO,3,0,0,3,3,3,19.16231553,-99.43216653
"(15, 102)",0,1,0,0,0,0,MÉXICO,TIMILPAN,15,102,V,V,15,MÉXICO,102,TIMILPAN,0,0,0,0,0,1,19.89637081,-99.71803783
"(15, 103)",4,12,3,0,0,4,MÉXICO,TLALMANALCO,15,103,V,V,15,MÉXICO,103,TLALMANALCO,4,0,0,4,3,12,19.20890753,-98.73196642
"(15, 104)",125,272,77,5,0,120,MÉXICO,TLALNEPANTLA DE BAZ,15,104,V,V,15,MÉXICO,104,TLALNEPANTLA DE BAZ,125,5,0,120,77,272,19.5427491,-99.17014687
"(15, 105)",0,1,0,0,0,0,MÉXICO,TLATLAYA,15,105,V,V,15,MÉXICO,105,TLATLAYA,0,0,0,0,0,1,18.54452356,-100.2570749
"(15, 106)",50,293,64,2,0,48,MÉXICO,TOLUCA,15,106,V,V,15,MÉXICO,106,TOLUCA,50,2,0,48,64,293,19.29716416,-99.66638966
"(15, 107)",0,1,0,0,0,0,MÉXICO,TONATICO,15,107,V,V,15,MÉXICO,107,TONATICO,0,0,0,0,0,1,18.78090897,-99.63756182
"(15, 108)",8,23,7,2,0,6,MÉXICO,TULTEPEC,15,108,V,V,15,MÉXICO,108,TULTEPEC,8,2,0,6,7,23,19.67930783,-99.11964723
"(15, 109)",49,88,30,4,0,45,MÉXICO,TULTITLÁN,15,109,V,V,15,MÉXICO,109,TULTITLÁN,49,4,0,45,30,88,19.62621826,-99.14528451
"(15, 110)",1,5,2,0,0,1,MÉXICO,VALLE DE BRAVO,15,110,V,V,15,MÉXICO,110,VALLE DE BRAVO,1,0,0,1,2,5,19.17778991,-100.1219562
"(15, 111)",0,1,1,0,0,0,MÉXICO,VILLA DE ALLENDE,15,111,V,V,15,MÉXICO,111,VILLA DE ALLENDE,0,0,0,0,1,1,19.38726146,-100.1375664
"(15, 112)",1,3,0,0,0,1,MÉXICO,VILLA DEL CARBÓN,15,112,V,V,15,MÉXICO,112,VILLA DEL CARBÓN,1,0,0,1,0,3,19.72109789,-99.4784194
"(15, 113)",0,2,3,0,0,0,MÉXICO,VILLA GUERRERO,15,113,V,V,15,MÉXICO,113,VILLA GUERRERO,0,0,0,0,3,2,18.97432551,-99.6877372
"(15, 114)",0,5,1,0,0,0,MÉXICO,VILLA VICTORIA,15,114,V,V,15,MÉXICO,114,VILLA VICTORIA,0,0,0,0,1,5,19.44278391,-99.99214155
"(15, 115)",8,8,1,0,0,8,MÉXICO,XONACATLÁN,15,115,V,V,15,MÉXICO,115,XONACATLÁN,8,0,0,8,1,8,19.43695532,-99.46759506
"(15, 117)",0,1,0,0,0,0,MÉXICO,ZACUALPAN,15,117,V,V,15,MÉXICO,117,ZACUALPAN,0,0,0,0,0,1,18.71585105,-99.81280029
"(15, 118)",7,27,13,1,0,6,MÉXICO,ZINACANTEPEC,15,118,V,V,15,MÉXICO,118,ZINACANTEPEC,7,1,0,6,13,27,19.21544272,-99.79769875
"(15, 119)",1,1,0,0,0,1,MÉXICO,ZUMPAHUACÁN,15,119,V,V,15,MÉXICO,119,ZUMPAHUACÁN,1,0,0,1,0,1,18.80014844,-99.55409715
"(15, 120)",14,39,8,3,0,11,MÉXICO,ZUMPANGO,15,120,V,V,15,MÉXICO,120,ZUMPANGO,14,3,0,11,8,39,19.80912124,-99.07182393
"(15, 121)",59,121,24,3,0,56,MÉXICO,CUAUTITLÁN IZCALLI,15,121,V,V,15,MÉXICO,121,CUAUTITLÁN IZCALLI,59,3,0,56,24,121,19.65457619,-99.2251844
"(15, 122)",36,49,24,3,0,33,MÉXICO,VALLE DE CHALCO SOLIDARIDAD,15,122,V,V,15,MÉXICO,122,VALLE DE CHALCO SOLIDARIDAD,36,3,0,33,24,49,19.27639562,-98.94836036
"(15, 124)",2,2,0,0,0,2,MÉXICO,SAN JOSÉ DEL RINCÓN,15,124,V,V,15,MÉXICO,124,SAN JOSÉ DEL RINCÓN,2,0,0,2,0,2,19.61963982,-100.1453327
"(15, 125)",1,3,1,0,0,1,MÉXICO,TONANITLA,15,125,V,V,15,MÉXICO,125,TONANITLA,1,0,0,1,1,3,19.68183698,-99.05836517
"(16, 2)",0,0,1,0,0,0,MICHOACÁN DE OCAMPO,AGUILILLA,16,2,V,V,16,MICHOACÁN DE OCAMPO,2,AGUILILLA,0,0,0,0,1,0,18.77789222,-102.761067
"(16, 3)",3,11,1,2,0,1,MICHOACÁN DE OCAMPO,ÁLVARO OBREGÓN,16,3,V,V,16,MICHOACÁN DE OCAMPO,3,ÁLVARO OBREGÓN,3,2,0,1,1,11,19.8735551,-101.0217546
"(16, 4)",0,4,2,0,0,0,MICHOACÁN DE OCAMPO,ANGAMACUTIRO,16,4,V,V,16,MICHOACÁN DE OCAMPO,4,ANGAMACUTIRO,0,0,0,0,2,4,20.13892647,-101.7277573
"(16, 6)",0,16,3,0,0,0,MICHOACÁN DE OCAMPO,APATZINGÁN,16,6,V,V,16,MICHOACÁN DE OCAMPO,6,APATZINGÁN,0,0,0,0,3,16,18.93833312,-102.4233
"(16, 7)",0,1,2,0,0,0,MICHOACÁN DE OCAMPO,APORO,16,7,V,V,16,MICHOACÁN DE OCAMPO,7,APORO,0,0,0,0,2,1,19.66198491,-100.3954257
"(16, 8)",0,2,0,0,0,0,MICHOACÁN DE OCAMPO,AQUILA,16,8,V,V,16,MICHOACÁN DE OCAMPO,8,AQUILA,0,0,0,0,0,2,18.37439624,-103.2359956
"(16, 9)",1,2,1,0,0,1,MICHOACÁN DE OCAMPO,ARIO,16,9,V,V,16,MICHOACÁN DE OCAMPO,9,ARIO,1,0,0,1,1,2,19.1563912,-101.706673
"(16, 10)",2,2,0,1,0,1,MICHOACÁN DE OCAMPO,ARTEAGA,16,10,V,V,16,MICHOACÁN DE OCAMPO,10,ARTEAGA,2,1,0,1,0,2,18.36423078,-102.2705733
"(16, 12)",0,6,1,0,0,0,MICHOACÁN DE OCAMPO,BUENAVISTA,16,12,V,V,16,MICHOACÁN DE OCAMPO,12,BUENAVISTA,0,0,0,0,1,6,19.20395695,-102.5838588
"(16, 13)",0,4,1,0,0,0,MICHOACÁN DE OCAMPO,CARÁCUARO,16,13,V,V,16,MICHOACÁN DE OCAMPO,13,CARÁCUARO,0,0,0,0,1,4,18.96889155,-101.0363079
"(16, 14)",0,0,1,0,0,0,MICHOACÁN DE OCAMPO,COAHUAYANA,16,14,V,V,16,MICHOACÁN DE OCAMPO,14,COAHUAYANA,0,0,0,0,1,0,18.74284267,-103.6153719
"(16, 15)",0,2,0,0,0,0,MICHOACÁN DE OCAMPO,COALCOMÁN DE VÁZQUEZ PALLARES,16,15,V,V,16,MICHOACÁN DE OCAMPO,15,COALCOMÁN DE VÁZQUEZ PALLARES,0,0,0,0,0,2,18.67995283,-103.0860113
"(16, 17)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,CONTEPEC,16,17,V,V,16,MICHOACÁN DE OCAMPO,17,CONTEPEC,0,0,0,0,0,3,19.95934073,-100.2075949
"(16, 18)",0,2,0,0,0,0,MICHOACÁN DE OCAMPO,COPÁNDARO,16,18,V,V,16,MICHOACÁN DE OCAMPO,18,COPÁNDARO,0,0,0,0,0,2,19.91628816,-101.2214022
"(16, 19)",1,9,0,0,0,1,MICHOACÁN DE OCAMPO,COTIJA,16,19,V,V,16,MICHOACÁN DE OCAMPO,19,COTIJA,1,0,0,1,0,9,19.75913394,-102.6999536
"(16, 20)",0,8,5,0,0,0,MICHOACÁN DE OCAMPO,CUITZEO,16,20,V,V,16,MICHOACÁN DE OCAMPO,20,CUITZEO,0,0,0,0,5,8,19.98061259,-101.1118287
"(16, 22)",0,10,1,0,0,0,MICHOACÁN DE OCAMPO,CHARO,16,22,V,V,16,MICHOACÁN DE OCAMPO,22,CHARO,0,0,0,0,1,10,19.66894638,-101.0133114
"(16, 23)",1,1,1,0,0,1,MICHOACÁN DE OCAMPO,CHAVINDA,16,23,V,V,16,MICHOACÁN DE OCAMPO,23,CHAVINDA,1,0,0,1,1,1,20.04403876,-102.4467075
"(16, 24)",0,1,1,0,0,0,MICHOACÁN DE OCAMPO,CHERÁN,16,24,V,V,16,MICHOACÁN DE OCAMPO,24,CHERÁN,0,0,0,0,1,1,19.7346305,-101.9897386
"(16, 25)",0,4,0,0,0,0,MICHOACÁN DE OCAMPO,CHILCHOTA,16,25,V,V,16,MICHOACÁN DE OCAMPO,25,CHILCHOTA,0,0,0,0,0,4,19.81336874,-102.1011653
"(16, 27)",0,2,2,0,0,0,MICHOACÁN DE OCAMPO,CHUCÁNDIRO,16,27,V,V,16,MICHOACÁN DE OCAMPO,27,CHUCÁNDIRO,0,0,0,0,2,2,19.89696435,-101.362189
"(16, 28)",0,1,1,0,0,0,MICHOACÁN DE OCAMPO,CHURINTZIO,16,28,V,V,16,MICHOACÁN DE OCAMPO,28,CHURINTZIO,0,0,0,0,1,1,20.12891266,-102.0780367
"(16, 30)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,ECUANDUREO,16,30,V,V,16,MICHOACÁN DE OCAMPO,30,ECUANDUREO,0,0,0,0,0,3,20.15557292,-102.2434159
"(16, 32)",1,3,0,0,0,1,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,16,32,V,V,16,MICHOACÁN DE OCAMPO,32,ERONGARÍCUARO,1,0,0,1,0,3,19.61980599,-101.7252158
"(16, 33)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,GABRIEL ZAMORA,16,33,V,V,16,MICHOACÁN DE OCAMPO,33,GABRIEL ZAMORA,0,0,0,0,0,3,19.15885065,-102.0071381
"(16, 34)",0,13,0,0,0,0,MICHOACÁN DE OCAMPO,HIDALGO,16,34,V,V,16,MICHOACÁN DE OCAMPO,34,HIDALGO,0,0,0,0,0,13,19.61271257,-100.6778737
"(16, 35)",1,8,0,0,0,1,MICHOACÁN DE OCAMPO,LA HUACANA,16,35,V,V,16,MICHOACÁN DE OCAMPO,35,LA HUACANA,1,0,0,1,0,8,18.84206264,-101.9211354
"(16, 36)",0,2,0,0,0,0,MICHOACÁN DE OCAMPO,HUANDACAREO,16,36,V,V,16,MICHOACÁN DE OCAMPO,36,HUANDACAREO,0,0,0,0,0,2,19.9961343,-101.2777664
"(16, 37)",0,2,1,0,0,0,MICHOACÁN DE OCAMPO,HUANIQUEO,16,37,V,V,16,MICHOACÁN DE OCAMPO,37,HUANIQUEO,0,0,0,0,1,2,19.89196205,-101.49648
"(16, 38)",0,5,1,0,0,0,MICHOACÁN DE OCAMPO,HUETAMO,16,38,V,V,16,MICHOACÁN DE OCAMPO,38,HUETAMO,0,0,0,0,1,5,18.65395221,-101.105048
"(16, 39)",1,0,0,0,0,1,MICHOACÁN DE OCAMPO,HUIRAMBA,16,39,V,V,16,MICHOACÁN DE OCAMPO,39,HUIRAMBA,1,0,0,1,0,0,19.52154787,-101.4570627
"(16, 40)",0,5,5,0,0,0,MICHOACÁN DE OCAMPO,INDAPARAPEO,16,40,V,V,16,MICHOACÁN DE OCAMPO,40,INDAPARAPEO,0,0,0,0,5,5,19.76604446,-100.9421636
"(16, 41)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,IRIMBO,16,41,V,V,16,MICHOACÁN DE OCAMPO,41,IRIMBO,0,0,0,0,0,3,19.71681391,-100.4680013
"(16, 43)",0,6,1,0,0,0,MICHOACÁN DE OCAMPO,JACONA,16,43,V,V,16,MICHOACÁN DE OCAMPO,43,JACONA,0,0,0,0,1,6,19.93494877,-102.3160036
"(16, 44)",0,2,0,0,0,0,MICHOACÁN DE OCAMPO,JIMÉNEZ,16,44,V,V,16,MICHOACÁN DE OCAMPO,44,JIMÉNEZ,0,0,0,0,0,2,19.92683542,-101.7043883
"(16, 45)",1,3,2,0,0,1,MICHOACÁN DE OCAMPO,JIQUILPAN,16,45,V,V,16,MICHOACÁN DE OCAMPO,45,JIQUILPAN,1,0,0,1,2,3,19.9775115,-102.7534138
"(16, 46)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,JUÁREZ,16,46,V,V,16,MICHOACÁN DE OCAMPO,46,JUÁREZ,0,0,0,0,0,1,19.29282759,-100.4601764
"(16, 47)",0,1,1,0,0,0,MICHOACÁN DE OCAMPO,JUNGAPEO,16,47,V,V,16,MICHOACÁN DE OCAMPO,47,JUNGAPEO,0,0,0,0,1,1,19.43336239,-100.5186892
"(16, 48)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,LAGUNILLAS,16,48,V,V,16,MICHOACÁN DE OCAMPO,48,LAGUNILLAS,0,0,0,0,0,1,19.57800629,-101.4111948
"(16, 49)",1,0,0,0,0,1,MICHOACÁN DE OCAMPO,MADERO,16,49,V,V,16,MICHOACÁN DE OCAMPO,49,MADERO,1,0,0,1,0,0,19.34253372,-101.170216
"(16, 50)",0,11,2,0,0,0,MICHOACÁN DE OCAMPO,MARAVATÍO,16,50,V,V,16,MICHOACÁN DE OCAMPO,50,MARAVATÍO,0,0,0,0,2,11,19.88946667,-100.4289502
"(16, 51)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,MARCOS CASTELLANOS,16,51,V,V,16,MICHOACÁN DE OCAMPO,51,MARCOS CASTELLANOS,0,0,0,0,0,1,20.04484161,-102.9678365
"(16, 52)",49,116,30,6,0,43,MICHOACÁN DE OCAMPO,LÁZARO CÁRDENAS,16,52,V,V,16,MICHOACÁN DE OCAMPO,52,LÁZARO CÁRDENAS,49,6,0,43,30,116,18.08858313,-102.3751127
"(16, 53)",31,217,20,4,0,27,MICHOACÁN DE OCAMPO,MORELIA,16,53,V,V,16,MICHOACÁN DE OCAMPO,53,MORELIA,31,4,0,27,20,217,19.66666163,-101.2791382
"(16, 54)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,MORELOS,16,54,V,V,16,MICHOACÁN DE OCAMPO,54,MORELOS,0,0,0,0,0,3,19.98983652,-101.4429912
"(16, 55)",0,9,1,0,0,0,MICHOACÁN DE OCAMPO,MÚGICA,16,55,V,V,16,MICHOACÁN DE OCAMPO,55,MÚGICA,0,0,0,0,1,9,18.97114294,-102.1238044
"(16, 56)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,NAHUATZEN,16,56,V,V,16,MICHOACÁN DE OCAMPO,56,NAHUATZEN,0,0,0,0,0,3,19.64520129,-101.8795451
"(16, 57)",0,0,1,0,0,0,MICHOACÁN DE OCAMPO,NOCUPÉTARO,16,57,V,V,16,MICHOACÁN DE OCAMPO,57,NOCUPÉTARO,0,0,0,0,1,0,19.09353221,-101.215933
"(16, 58)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,NUEVO PARANGARICUTIRO,16,58,V,V,16,MICHOACÁN DE OCAMPO,58,NUEVO PARANGARICUTIRO,0,0,0,0,0,1,19.408253,-102.1957278
"(16, 60)",1,7,1,0,0,1,MICHOACÁN DE OCAMPO,NUMARÁN,16,60,V,V,16,MICHOACÁN DE OCAMPO,60,NUMARÁN,1,0,0,1,1,7,20.25069142,-101.9597552
"(16, 61)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,OCAMPO,16,61,V,V,16,MICHOACÁN DE OCAMPO,61,OCAMPO,0,0,0,0,0,1,19.57718636,-100.3327696
"(16, 62)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,PAJACUARÁN,16,62,V,V,16,MICHOACÁN DE OCAMPO,62,PAJACUARÁN,0,0,0,0,0,1,20.14516945,-102.5257347
"(16, 64)",0,0,3,0,0,0,MICHOACÁN DE OCAMPO,PARÁCUARO,16,64,V,V,16,MICHOACÁN DE OCAMPO,64,PARÁCUARO,0,0,0,0,3,0,19.06215722,-102.2122673
"(16, 65)",0,3,0,0,0,0,MICHOACÁN DE OCAMPO,PARACHO,16,65,V,V,16,MICHOACÁN DE OCAMPO,65,PARACHO,0,0,0,0,0,3,19.65413944,-102.0710568
"(16, 66)",1,15,3,1,0,0,MICHOACÁN DE OCAMPO,PÁTZCUARO,16,66,V,V,16,MICHOACÁN DE OCAMPO,66,PÁTZCUARO,1,1,0,0,3,15,19.49451218,-101.5990241
"(16, 68)",0,4,0,0,0,0,MICHOACÁN DE OCAMPO,PERIBÁN,16,68,V,V,16,MICHOACÁN DE OCAMPO,68,PERIBÁN,0,0,0,0,0,4,19.49530453,-102.4526073
"(16, 69)",10,38,5,2,0,8,MICHOACÁN DE OCAMPO,LA PIEDAD,16,69,V,V,16,MICHOACÁN DE OCAMPO,69,LA PIEDAD,10,2,0,8,5,38,20.30560185,-102.0723107
"(16, 71)",0,6,0,0,0,0,MICHOACÁN DE OCAMPO,PURUÁNDIRO,16,71,V,V,16,MICHOACÁN DE OCAMPO,71,PURUÁNDIRO,0,0,0,0,0,6,20.11576629,-101.5280123
"(16, 72)",0,6,0,0,0,0,MICHOACÁN DE OCAMPO,QUERÉNDARO,16,72,V,V,16,MICHOACÁN DE OCAMPO,72,QUERÉNDARO,0,0,0,0,0,6,19.72652045,-100.8467803
"(16, 73)",0,1,0,0,0,0,MICHOACÁN DE OCAMPO,QUIROGA,16,73,V,V,16,MICHOACÁN DE OCAMPO,73,QUIROGA,0,0,0,0,0,1,19.69518517,-101.5386653
